1	0.060656	0.04452	2.09504	0.00392	0.0	0.54892	27.53056
2	0.082176	0.111576	2.09504	0.00392	0.0	7.255088	95.478
3	0.083888	0.125024	2.09504	0.00392	0.0	5.238632	75.46504
4	0.080464	0.119304	2.09504	0.00392	0.0	7.703232	100.0196
5	0.082176	0.117536	2.09504	0.00392	0.0	6.431088	87.2976
6	0.082176	0.121296	2.094512	1.576288	0.0	2.45044	63.24712
7	0.078752	0.129368	2.09504	3.87976	0.0	3.827392	100.10312
8	0.0856	0.122104	2.095568	2.293088	0.0	4.251312	88.47672
9	0.083888	0.131888	2.09504	2.329424	0.0	3.439808	80.80048
10	0.0856	0.115864	2.094512	2.886576	0.0	2.813976	79.96528
11	0.0856	0.115368	2.09504	3.322608	0.0	2.86112	84.79736
12	0.082176	0.12348	2.09504	3.8192	0.0	3.22056	93.40456
13	0.0856	0.121024	2.09504	3.952432	0.0	2.226128	84.80224
14	0.083888	0.123208	2.095568	4.06144	0.0	2.909456	92.7356
15	0.082176	0.115016	2.09504	4.279456	0.0	2.122056	86.93744
16	0.0856	0.13392	2.09504	4.436912	0.0	2.800088	95.5156
17	0.078752	0.125264	2.09504	5.224192	0.0	0.695624	82.18872
18	0.0856	0.118208	2.09504	4.836608	0.0	2.14608	92.81536
19	0.083888	0.123464	2.09504	5.781344	0.0	0.0	80.83736
20	0.082176	0.125744	2.094512	4.836608	0.0	2.013872	91.52912
21	0.082176	0.112496	2.095568	3.855536	0.0	2.890504	90.3628
22	0.0856	0.124232	2.09504	3.916096	0.0	3.051168	92.72136
23	0.082176	0.126272	2.094512	3.891872	0.0	3.100312	92.95144
24	0.083888	0.119176	2.09504	3.831312	0.0	3.127584	92.57
25	0.082176	0.138504	2.09504	3.782864	0.979776	2.914368	99.92728
26	0.0856	0.113104	1.78416	1.929728	3.423168	2.66464	100.004
27	0.0856	0.114888	1.8528	2.304416	2.878848	2.761536	99.98088
28	0.082176	0.12412	1.683232	2.64512	3.773952	1.698136	100.06736
29	0.082176	0.116584	1.768016	2.680672	2.673216	2.676752	99.97416
30	0.082176	0.133216	1.646896	2.583776	3.943296	1.618672	100.08032
31	0.083888	0.107024	1.840688	2.656448	2.66112	2.640416	99.89584
32	0.083888	0.117912	1.994448	2.620112	3.241728	1.945992	100.0408
33	0.0856	0.11832	2.002176	2.583776	3.120768	2.085952	99.96592
34	0.0856	0.114456	2.107152	2.862352	3.713472	1.126136	100.09168
35	0.0856	0.1372	2.022368	3.286272	4.463424	0.0	99.94864
36	0.082176	0.13112	2.09504	3.504288	4.185216	0.0	99.9784
37	0.083888	0.113256	2.09504	3.746528	3.967488	0.0	100.062
38	0.0856	0.126752	2.082928	3.843424	3.858624	0.0	99.97328
39	0.083888	0.118272	2.107152	3.685968	4.003776	0.0	99.99056
40	0.082176	0.12416	2.09504	3.492176	4.209408	0.0	100.0296
41	0.083888	0.125768	2.1556	3.019808	4.608576	0.0	99.9364
42	0.083888	0.118984	2.03448	3.2136	4.548096	0.0	99.99048
43	0.0856	0.116656	2.09504	3.492176	4.209408	0.0	99.9888
44	0.083888	0.122888	2.09504	3.69808	4.003776	0.0	100.03672
45	0.083888	0.121608	1.998144	3.891872	3.907008	0.0	100.0252
46	0.082176	0.127552	2.191936	2.717008	4.874688	0.0	99.9336
47	0.078752	0.11908	2.010256	3.104592	4.693248	0.0	100.05928
48	0.083888	0.118296	2.070816	3.419504	4.306176	0.0	99.9868
49	0.082176	0.124008	2.09504	3.649632	4.05216	0.0	100.03016
50	0.0856	0.113864	2.09504	3.794976	3.907008	0.0	99.96488
51	0.082176	0.124984	2.09504	3.843424	3.858624	0.0	100.04248
52	0.078752	0.110664	2.03448	3.661744	4.11264	0.0	99.9828
53	0.082176	0.120936	2.107152	3.371056	4.318272	0.0	99.99592
54	0.0856	0.129904	2.131376	2.935024	4.71744	0.0	99.99344
55	0.082176	0.112096	2.03448	3.237824	4.536	0.0	100.02576
56	0.080464	0.118096	2.107152	3.504288	4.185216	0.0	99.95216
57	0.082176	0.139784	2.09504	3.722304	3.967488	0.0	100.06792
58	0.083888	0.118008	2.022368	3.867648	3.907008	0.0	99.9892
59	0.0856	0.121376	0.508368	2.716224	6.568128	0.0	99.99696
60	0.083888	0.126336	2.09504	3.116704	4.572288	0.0	99.94256
61	0.0856	0.132976	2.09504	3.504288	4.185216	0.0	100.0312
62	0.0856	0.1234	2.09504	3.710192	3.979584	0.0	99.93816
63	0.0856	0.121576	2.09504	3.855536	3.846528	0.0	100.0428
64	0.083888	0.127648	2.09504	3.589072	4.100544	0.0	99.96192
65	0.083888	0.13976	2.09504	3.480064	4.209408	0.0	100.0816
66	0.0856	0.10972	2.09504	3.249936	4.451328	0.0	99.91624
67	0.082176	0.108264	2.09504	3.044032	4.681152	0.0	100.10664
68	0.082176	0.132656	1.974256	3.407392	4.402944	0.0	99.99424
69	0.083888	0.12356	1.283536	3.782864	4.71744	0.0	99.91288
70	0.083888	0.124168	2.107152	3.770752	3.919104	0.0	100.05064
71	0.083888	0.120512	2.058704	3.87976	3.858624	0.0	100.01488
72	0.083888	0.121656	2.143488	3.044032	4.608576	0.0	100.0164
73	0.083888	0.122016	2.058704	3.15304	4.572288	0.0	99.89936
74	0.082176	0.124192	2.070816	3.504288	4.221504	0.0	100.02976
75	0.083888	0.125976	2.688528	4.037216	2.987712	0.0	99.2332
76	0.083888	0.125456	1.986032	4.933504	0.0	0.0	71.2888
77	0.083888	0.122768	2.070816	5.357424	0.0	0.000592	76.35488
78	0.083888	0.12816	2.070816	5.103072	0.0	2.261752	96.47688
79	0.080464	0.120032	2.03448	6.810864	0.0	0.112288	91.58128
80	0.083888	0.111752	2.373616	5.163632	0.0	1.786784	95.19672
